Nasdaq Traded,Symbol,Company Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Symbol_Clean,Sector,source,confidence
Y,DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock",N, ,N,100.0,N,,DDF,DDF,N,DDF,Financial,Name-Match,60.0
Y,DDOG,"Datadog, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,DDOG,N,DDOG,Technology,Nasdaq,100.0
Y,DDS,"Dillard's, Inc. Common Stock",N, ,N,100.0,N,,DDS,DDS,N,DDS,Consumer Discretionary,Nasdaq,100.0
Y,DDT,Dillard's Capital Trust I,N, ,N,100.0,N,,DDT,DDT,N,DDT,Consumer Discretionary,Nasdaq,100.0
Y,DE,Deere & Company Common Stock,N, ,N,100.0,N,,DE,DE,N,DE,Industrials,Nasdaq,100.0
Y,DEA,"Easterly Government Properties, Inc. Common Stock",N, ,N,100.0,N,,DEA,DEA,N,DEA,Real Estate,Nasdaq,100.0
Y,DEAC,Diamond Eagle Acquisition Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,DEAC,N,DEAC,Financial,Wikipedia-High,66.5
Y,DECK,Deckers Outdoor Corporation Common Stock,N, ,N,100.0,N,,DECK,DECK,N,DECK,Consumer Discretionary,Nasdaq,100.0
Y,DEI,"Douglas Emmett, Inc. Common Stock",N, ,N,100.0,N,,DEI,DEI,N,DEI,Real Estate,Nasdaq,100.0
Y,DELL,Dell Technologies Inc. Class C Common Stock ,N, ,N,100.0,N,,DELL,DELL,N,DELL,Technology,Nasdaq,100.0
Y,DENN,Denny's Corporation - Common Stock,Q,S,N,100.0,N,N,,DENN,N,DENN,Consumer Discretionary,Nasdaq,100.0
Y,DEO,Diageo plc Common Stock,N, ,N,100.0,N,,DEO,DEO,N,DEO,Consumer Staples,Nasdaq,100.0
Y,DESP,"Despegar.com, Corp. Ordinary Shares",N, ,N,100.0,N,,DESP,DESP,N,DESP,Consumer Staples,AnnualReports-Success,15.0
Y,DFFN,Diffusion Pharmaceuticals Inc. - Common Stock,Q,S,N,100.0,N,D,,DFFN,N,DFFN,Healthcare,Name-Match,180.0
Y,DFIN,"Donnelley Financial Solutions, Inc. Common Stock ",N, ,N,100.0,N,,DFIN,DFIN,N,DFIN,Consumer Discretionary,Nasdaq,100.0
Y,DFNS,LGL Systems Acquisition Corp. Common Stock,N, ,N,100.0,N,,DFNS,DFNS,N,DFNS,Industrials,Wikipedia-High,40.0
Y,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,N, ,N,100.0,N,,DFP,DFP,N,DFP,Finance,Nasdaq,100.0
Y,DFS,Discover Financial Services Common Stock,N, ,N,100.0,N,,DFS,DFS,N,DFS,Financial,Name-Match,144.0
Y,DFVL,iPath US Treasury 5 Year Bull ETN,Z, ,N,100.0,N,,DFVL,DFVL,N,DFVL,Healthcare,Wikipedia-Medium,19.5
Y,DFVS,iPath US Treasury 5 Year Bear ETN,Z, ,N,100.0,N,,DFVS,DFVS,N,DFVS,Consumer Discretionary,Wikipedia-High,22.5
Y,DG,Dollar General Corporation Common Stock,N, ,N,100.0,N,,DG,DG,N,DG,Consumer Discretionary,Nasdaq,100.0
Y,DGAZ,VelocityShares 3X Inverse Natural Gas ETN linked to the S&P GSCI Natural Gas INdex Excess Return,P, ,N,100.0,N,,DGAZ,DGAZ,N,DGAZ,Energy,Name-Match,180.0
Y,DGICA,"Donegal Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,DGICA,N,DGICA,Finance,Nasdaq,100.0
Y,DGICB,"Donegal Group, Inc. - Class B Common Stock",Q,Q,N,100.0,N,N,,DGICB,N,DGICB,Finance,Nasdaq,100.0
Y,DGII,Digi International Inc. - Common Stock,Q,Q,N,100.0,N,N,,DGII,N,DGII,Telecommunications,Nasdaq,100.0
Y,DGLY,"Digital Ally, Inc. - Common Stock",Q,S,N,100.0,N,D,,DGLY,N,DGLY,Technology,Nasdaq,100.0
Y,DGX,Quest Diagnostics Incorporated Common Stock,N, ,N,100.0,N,,DGX,DGX,N,DGX,Health Care,Nasdaq,100.0
Y,DHF,BNY Mellon High Yield Strategies Fund Common Stock,N, ,N,100.0,N,,DHF,DHF,N,DHF,Finance,Nasdaq,100.0
Y,DHI,"D.R. Horton, Inc. Common Stock",N, ,N,100.0,N,,DHI,DHI,N,DHI,Consumer Discretionary,Nasdaq,100.0
Y,DHIL,"Diamond Hill Investment Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,DHIL,N,DHIL,Finance,Nasdaq,100.0
Y,DHR,Danaher Corporation Common Stock,N, ,N,100.0,N,,DHR,DHR,N,DHR,Industrials,Nasdaq,100.0
Y,DHT,"DHT Holdings, Inc.",N, ,N,100.0,N,,DHT,DHT,N,DHT,Consumer Discretionary,Nasdaq,100.0
Y,DHX,"DHI Group, Inc. Common Stock",N, ,N,100.0,N,,DHX,DHX,N,DHX,Real Estate,Nasdaq,100.0
Y,DHY,Credit Suisse High Yield Bond Fund Common Stock,A, ,N,100.0,N,,DHY,DHY,N,DHY,Finance,Nasdaq,100.0
Y,DIN,"Dine Brands Global, Inc. Common Stock",N, ,N,100.0,N,,DIN,DIN,N,DIN,Consumer Discretionary,Nasdaq,100.0
Y,DIOD,Diodes Incorporated - Common Stock,Q,Q,N,100.0,N,N,,DIOD,N,DIOD,Technology,Nasdaq,100.0
Y,DIS,Walt Disney Company (The) Common Stock,N, ,N,100.0,N,,DIS,DIS,N,DIS,Consumer Discretionary,Nasdaq,100.0
Y,DISCA,"Discovery, Inc. - Series A Common Stock",Q,Q,N,100.0,N,N,,DISCA,N,DISCA,Communication Services,Wikipedia-High,268.5
Y,DISCB,"Discovery, Inc. - Series B Common Stock",Q,Q,N,100.0,N,N,,DISCB,N,DISCB,Communication Services,Wikipedia-High,146.5
Y,DISCK,"Discovery, Inc. - Series C Common Stock",Q,Q,N,100.0,N,N,,DISCK,N,DISCK,Communication Services,Wikipedia-High,268.5
Y,DISH,DISH Network Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,DISH,N,DISH,Communication Services,Name-Match,24.0
Y,DIT,AMCON Distributing Company Common Stock,A, ,N,10.0,N,,DIT,DIT,N,DIT,Consumer Discretionary,Nasdaq,100.0
Y,DIVC,Citigroup Inc. C-Tracks ETN Miller/Howard Strategic Dividend Reinvestors Due 9/16/2014,P, ,N,100.0,N,,DIVC,DIVC,N,DIVC,Healthcare,AnnualReports-Success,33.0
Y,DJCI,"E-TRACS Linked to the Bloomberg Commodity Index Total Return due October 31, 2039",P, ,N,100.0,N,,DJCI,DJCI,N,DJCI,Materials,Name-Match,24.0
Y,DJCO,Daily Journal Corp. (S.C.) - Common Stock,Q,S,N,100.0,N,N,,DJCO,N,DJCO,Consumer Discretionary,Nasdaq,100.0
Y,DJP,iPath Bloomberg Commodity Index Total Return ETN,P, ,N,100.0,N,,DJP,DJP,N,DJP,Materials,Name-Match,24.0
Y,DK,"Delek US Holdings, Inc. Common Stock",N, ,N,100.0,N,,DK,DK,N,DK,Energy,Nasdaq,100.0
Y,DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",N, ,N,100.0,N,,DKL,DKL,N,DKL,Energy,Nasdaq,100.0
Y,DKS,Dick's Sporting Goods Inc Common Stock,N, ,N,100.0,N,,DKS,DKS,N,DKS,Consumer Discretionary,Nasdaq,100.0
Y,DLA,"Delta Apparel, Inc. Common Stock",A, ,N,100.0,N,,DLA,DLA,N,DLA,Consumer Discretionary,Name-Match,60.0
Y,DLB,Dolby Laboratories Common Stock,N, ,N,100.0,N,,DLB,DLB,N,DLB,Miscellaneous,Nasdaq,100.0
Y,DLHC,DLH Holdings Corp. - Common Stock,Q,S,N,100.0,N,N,,DLHC,N,DLHC,Consumer Discretionary,Nasdaq,100.0
Y,DLNG,Dynagas LNG Partners LP Common Units,N, ,N,100.0,N,,DLNG,DLNG,N,DLNG,Consumer Discretionary,Nasdaq,100.0
Y,DLPH,Delphi Technologies PLC Ordinary Shares ,N, ,N,100.0,N,,DLPH,DLPH,N,DLPH,Consumer Discretionary,AnnualReports-Success,36.0
Y,DLPN,"Dolphin Entertainment, Inc. - Common Stock",Q,S,N,100.0,N,D,,DLPN,N,DLPN,Consumer Discretionary,Nasdaq,100.0
Y,DLR,"Digital Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,DLR,DLR,N,DLR,Real Estate,Nasdaq,100.0
Y,DLTH,Duluth Holdings Inc. - Class B Common Stock,Q,Q,N,100.0,N,N,,DLTH,N,DLTH,Consumer Discretionary,Nasdaq,100.0
Y,DLTR,"Dollar Tree, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DLTR,N,DLTR,Consumer Discretionary,Nasdaq,100.0
Y,DLX,Deluxe Corporation Common Stock,N, ,N,100.0,N,,DLX,DLX,N,DLX,Consumer Discretionary,Nasdaq,100.0
Y,DMAC,DiaMedica Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,N,,DMAC,N,DMAC,Health Care,Nasdaq,100.0
Y,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",N, ,N,100.0,N,,DMB,DMB,N,DMB,Finance,Nasdaq,100.0
Y,DMF,BNY Mellon Municipal Income Inc. Common Stock,A, ,N,100.0,N,,DMF,DMF,N,DMF,Financial,Wikipedia-High,200.5
Y,DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,Q,N,100.0,N,N,,DMLP,N,DMLP,Energy,Nasdaq,100.0
Y,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,N, ,N,100.0,N,,DMO,DMO,N,DMO,Finance,Nasdaq,100.0
Y,DMPI,"DelMar Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,D,,DMPI,N,DMPI,Healthcare,Name-Match,180.0
Y,DMRC,Digimarc Corporation - Common Stock,Q,Q,N,100.0,N,N,,DMRC,N,DMRC,Technology,Nasdaq,100.0
Y,DMTK,"DermTech, Inc. - Common Stock",Q,S,N,100.0,N,N,,DMTK,N,DMTK,Healthcare,AnnualReports-Success,38.0
Y,DNI,Dividend and Income Fund Common Stock,N, ,N,100.0,N,,DNI,DNI,N,DNI,Financial,Wikipedia-High,42.5
Y,DNJR,Golden Bull Limited - Ordinary Share,Q,S,N,100.0,N,D,,DNJR,N,DNJR,Financial,Wikipedia-High,21.5
Y,DNK,"Phoenix Tree Holdings Limited American Depositary Shares, each representing ten (10) Class A ordinary shares",N, ,N,100.0,N,,DNK,DNK,N,DNK,Financial,Wikipedia-High,158.0
Y,DNKN,"Dunkin' Brands Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DNKN,N,DNKN,Consumer Discretionary,Wikipedia-High,58.5
Y,DNLI,Denali Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,DNLI,N,DNLI,Health Care,Nasdaq,100.0
Y,DNN,Denison Mines Corp Ordinary Shares (Canada),A, ,N,100.0,N,,DNN,DNN,N,DNN,Basic Materials,Nasdaq,100.0
Y,DNOW,NOW Inc. Common Stock,N, ,N,100.0,N,,DNOW,DNOW,N,DNOW,Consumer Discretionary,Nasdaq,100.0
Y,DNP,"DNP Select Income Fund, Inc. Common Stock",N, ,N,100.0,N,,DNP,DNP,N,DNP,Finance,Nasdaq,100.0
Y,DNR,Denbury Resources Inc. Common Stock,N, ,N,100.0,N,,DNR,DNR,N,DNR,Real Estate,Wikipedia-High,78.0
Y,DO,"Diamond Offshore Drilling, Inc. Common Stock",N, ,N,100.0,N,,DO,DO,N,DO,Energy,Name-Match,60.0
Y,DOCU,"DocuSign, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DOCU,N,DOCU,Technology,Nasdaq,100.0
Y,DOGZ,Dogness (International) Corporation - Class A Common Stock,Q,G,N,100.0,N,D,,DOGZ,N,DOGZ,Consumer Discretionary,Nasdaq,100.0
Y,DOMO,"Domo, Inc. - Class B Common Stock",Q,G,N,100.0,N,N,,DOMO,N,DOMO,Technology,Nasdaq,100.0
Y,DOOO,BRP Inc. - Common Subordinate Voting Shares,Q,Q,N,100.0,N,N,,DOOO,N,DOOO,Consumer Discretionary,Nasdaq,100.0
Y,DOOR,Masonite International Corporation Ordinary Shares (Canada),N, ,N,100.0,N,,DOOR,DOOR,N,DOOR,Energy,Wikipedia-High,66.5
Y,DORM,"Dorman Products, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DORM,N,DORM,Consumer Discretionary,Nasdaq,100.0
Y,DOV,Dover Corporation Common Stock,N, ,N,100.0,N,,DOV,DOV,N,DOV,Industrials,Nasdaq,100.0
Y,DOW,Dow Inc. Common Stock ,N, ,N,100.0,N,,DOW,DOW,N,DOW,Industrials,Nasdaq,100.0
Y,DOX,Amdocs Limited - Ordinary Shares,Q,Q,N,100.0,N,N,,DOX,N,DOX,Technology,Nasdaq,100.0
Y,DOYU,DouYu International Holdings Limited - American Depositary Shares,Q,Q,N,100.0,N,N,,DOYU,N,DOYU,Technology,Nasdaq,100.0
Y,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,N, ,N,100.0,N,,DPG,DPG,N,DPG,Finance,Nasdaq,100.0
Y,DPHC,DiamondPeak Holdings Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,DPHC,N,DPHC,Financial,Wikipedia-High,66.5
Y,DPW,"DPW Holdings, Inc. Common Stock",A, ,N,100.0,N,,DPW,DPW,N,DPW,Financial,Wikipedia-Medium,17.0
Y,DPZ,Domino's Pizza Inc Common Stock,N, ,N,100.0,N,,DPZ,DPZ,N,DPZ,Consumer Discretionary,Nasdaq,100.0
Y,DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",N, ,N,100.0,N,,DQ,DQ,N,DQ,Technology,Nasdaq,100.0
Y,DRAD,Digirad Corporation - Common Stock,Q,G,N,100.0,N,N,,DRAD,N,DRAD,Materials,AnnualReports-Success,36.0
Y,DRD,DRDGOLD Limited American Depositary Shares,N, ,N,100.0,N,,DRD,DRD,N,DRD,Basic Materials,Nasdaq,100.0
Y,DRE,Duke Realty Corporation Common Stock,N, ,N,100.0,N,,DRE,DRE,N,DRE,Real Estate,Name-Match,24.0
Y,DRH,Diamondrock Hospitality Company Common Stock,N, ,N,100.0,N,,DRH,DRH,N,DRH,Real Estate,Nasdaq,100.0
Y,DRI,"Darden Restaurants, Inc. Common Stock",N, ,N,100.0,N,,DRI,DRI,N,DRI,Consumer Discretionary,Nasdaq,100.0
Y,DRIO,DarioHealth Corp. - Common Stock,Q,S,N,100.0,N,N,,DRIO,N,DRIO,Health Care,Nasdaq,100.0
Y,DRNA,"Dicerna Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DRNA,N,DRNA,Healthcare,Name-Match,180.0
Y,DRQ,"Dril-Quip, Inc. Common Stock",N, ,N,100.0,N,,DRQ,DRQ,N,DRQ,Communication Services,Wikipedia-High,32.0
Y,DRR,Market Vectors Double Short Euro ETN,P, ,N,100.0,N,,DRR,DRR,N,DRR,Materials,AnnualReports-Success,36.0
Y,DRRX,DURECT Corporation - Common Stock,Q,S,N,100.0,N,N,,DRRX,N,DRRX,Healthcare,AnnualReports-Success,72.0
Y,DRTT,DIRTT Environmental Solutions Ltd. - Common Shares,Q,Q,N,100.0,N,N,,DRTT,N,DRTT,Industrials,Groq-Success,100.0
Y,DS,Drive Shack Inc.,N, ,N,100.0,N,,DS,DS,N,DS,Healthcare,Wikipedia-High,41.0
Y,DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,N, ,N,100.0,N,,DSE,DSE,N,DSE,Energy,Name-Match,60.0
Y,DSGX,The Descartes Systems Group Inc. - Common Stock,Q,Q,N,100.0,N,N,,DSGX,N,DSGX,Technology,Nasdaq,100.0
Y,DSKE,"Daseke, Inc. - Common Stock",Q,S,N,100.0,N,N,,DSKE,N,DSKE,Industrials,Wikipedia-High,78.5
Y,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",N, ,N,100.0,N,,DSM,DSM,N,DSM,Finance,Nasdaq,100.0
Y,DSPG,"DSP Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DSPG,N,DSPG,Financial,Wikipedia-High,95.0
Y,DSS,"Document Security Systems, Inc. Common Stock",A, ,N,100.0,N,,DSS,DSS,N,DSS,Consumer Discretionary,Nasdaq,100.0
Y,DSSI,Diamond S Shipping Inc. Common Stock ,N, ,N,100.0,N,,DSSI,DSSI,N,DSSI,Industrials,Name-Match,24.0
Y,DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",N, ,N,100.0,N,,DSU,DSU,N,DSU,Finance,Nasdaq,100.0
Y,DSWL,"Deswell Industries, Inc. - Common Shares",Q,G,N,100.0,N,N,,DSWL,N,DSWL,Industrials,Nasdaq,100.0
Y,DSX,Diana Shipping inc. common stock,N, ,N,100.0,N,,DSX,DSX,N,DSX,Consumer Discretionary,Nasdaq,100.0
Y,DT,"Dynatrace, Inc. Common Stock",N, ,N,100.0,N,,DT,DT,N,DT,Technology,Nasdaq,100.0
Y,DTE,DTE Energy Company Common Stock,N, ,N,100.0,N,,DTE,DTE,N,DTE,Utilities,Nasdaq,100.0
Y,DTEA,DAVIDsTEA Inc. - Common Stock,Q,G,N,100.0,N,N,,DTEA,N,DTEA,Consumer Discretionary,Wikipedia-High,119.0
Y,DTF,"DTF Tax-Free Income, Inc. Common Stock",N, ,N,100.0,N,,DTF,DTF,N,DTF,Finance,Nasdaq,100.0
Y,DTIL,"Precision BioSciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DTIL,N,DTIL,Health Care,Nasdaq,100.0
Y,DTO,"DB Crude Oil Double Short ETN due June 1, 2038",P, ,N,100.0,N,,DTO,DTO,N,DTO,Energy,Name-Match,60.0
Y,DTP,DTE Energy Company 6.25% Corporate Units,N, ,N,100.0,N,,DTP,DTP,N,DTP,Energy,Name-Match,180.0
Y,DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",N, ,N,100.0,N,,DTQ,DTQ,N,DTQ,Energy,Name-Match,180.0
Y,DTSS,Datasea Inc. - Common Stock,Q,S,N,100.0,N,N,,DTSS,N,DTSS,Technology,Nasdaq,100.0
Y,DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock",N, ,N,100.0,N,,DUC,DUC,N,DUC,Utilities,Name-Match,60.0
Y,DUK,Duke Energy Corporation (Holding Company) Common Stock,N, ,N,100.0,N,,DUK,DUK,N,DUK,Utilities,Nasdaq,100.0
Y,DUOT,"Duos Technologies Group, Inc. - Common Stock",Q,S,N,100.0,N,N,,DUOT,N,DUOT,Technology,Nasdaq,100.0
Y,DVA,DaVita Inc. Common Stock,N, ,N,100.0,N,,DVA,DVA,N,DVA,Health Care,Nasdaq,100.0
Y,DVAX,Dynavax Technologies Corporation - Common Stock,Q,S,N,100.0,N,N,,DVAX,N,DVAX,Health Care,Nasdaq,100.0
Y,DVD,"Dover Motorsports, Inc. Common Stock",N, ,N,100.0,N,,DVD,DVD,N,DVD,Energy,Wikipedia-High,76.5
Y,DVN,Devon Energy Corporation Common Stock,N, ,N,100.0,N,,DVN,DVN,N,DVN,Energy,Nasdaq,100.0
Y,DWSN,Dawson Geophysical Company - Common Stock,Q,Q,N,100.0,N,N,,DWSN,N,DWSN,Energy,Nasdaq,100.0
Y,DX,"Dynex Capital, Inc. Common Stock",N, ,N,100.0,N,,DX,DX,N,DX,Real Estate,Nasdaq,100.0
Y,DXB,Deutsche Bk Contingent Cap TR II Tr Pfd Sec,N, ,N,100.0,N,,DXB,DXB,N,DXB,Healthcare,AnnualReports-Success,177.0
Y,DXC,DXC Technology Company Common Stock ,N, ,N,100.0,N,,DXC,DXC,N,DXC,Technology,Nasdaq,100.0
Y,DXCM,"DexCom, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DXCM,N,DXCM,Health Care,Nasdaq,100.0
Y,DXLG,"Destination XL Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DXLG,N,DXLG,Consumer Discretionary,Nasdaq,100.0
Y,DXPE,"DXP Enterprises, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DXPE,N,DXPE,Industrials,Nasdaq,100.0
Y,DXR,Daxor Corporation Common Stock,A, ,N,100.0,N,,DXR,DXR,N,DXR,Health Care,Nasdaq,100.0
Y,DXYN,"The Dixie Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,DXYN,N,DXYN,Consumer Staples,Wikipedia-High,37.5
Y,DY,"Dycom Industries, Inc. Common Stock",N, ,N,100.0,N,,DY,DY,N,DY,Industrials,Nasdaq,100.0
Y,DYAI,"Dyadic International, Inc. - Common Stock",Q,S,N,100.0,N,N,,DYAI,N,DYAI,Health Care,Nasdaq,100.0
Y,DYNT,Dynatronics Corporation - Common Stock,Q,S,N,100.0,N,N,,DYNT,N,DYNT,Healthcare,AnnualReports-Success,42.0
Y,DZSI,"DASAN Zhone Solutions, Inc. - Common Stock",Q,S,N,100.0,N,D,,DZSI,N,DZSI,Industrials,AnnualReports-Success,36.0
Y,E,ENI S.p.A. Common Stock,N, ,N,100.0,N,,E,E,N,E,Energy,Nasdaq,100.0
Y,EA,Electronic Arts Inc. - Common Stock,Q,Q,N,100.0,N,N,,EA,N,EA,Consumer Discretionary,Nasdaq,100.0
Y,EAF,GrafTech International Ltd. Common Stock,N, ,N,100.0,N,,EAF,EAF,N,EAF,Energy,Nasdaq,100.0
Y,EARS,Auris Medical Holding Ltd. - Common Shares,Q,S,N,100.0,N,N,,EARS,N,EARS,Healthcare,Name-Match,60.0
Y,EAST,"Eastside Distilling, Inc. - Common Stock",Q,S,N,100.0,N,N,,EAST,N,EAST,Energy,AnnualReports-Success,30.0
Y,EAT,"Brinker International, Inc. Common Stock",N, ,N,100.0,N,,EAT,EAT,N,EAT,Consumer Discretionary,Nasdaq,100.0
Y,EB,"Eventbrite, Inc. Class A Common Stock",N, ,N,100.0,N,,EB,EB,N,EB,Technology,Nasdaq,100.0
Y,EBAY,eBay Inc. - Common Stock,Q,Q,N,100.0,N,N,,EBAY,N,EBAY,Real Estate,Nasdaq,100.0
Y,EBF,"Ennis, Inc. Common Stock",N, ,N,100.0,N,,EBF,EBF,N,EBF,Consumer Discretionary,Nasdaq,100.0
Y,EBIX,"Ebix, Inc. - Common Stock",Q,Q,N,100.0,N,N,,EBIX,N,EBIX,Financial,AnnualReports-Success,51.0
Y,EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",Q,G,N,100.0,N,N,,EBMT,N,EBMT,Finance,Nasdaq,100.0
Y,EBS,"Emergent Biosolutions, Inc. Common Stock",N, ,N,100.0,N,,EBS,EBS,N,EBS,Health Care,Nasdaq,100.0
Y,EBSB,"Meridian Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,EBSB,N,EBSB,Financial,Wikipedia-High,135.5
Y,EBTC,Enterprise Bancorp Inc - Common Stock,Q,Q,N,100.0,N,N,,EBTC,N,EBTC,Financial,Wikipedia-High,137.0
Y,EC,Ecopetrol S.A. American Depositary Shares,N, ,N,100.0,N,,EC,EC,N,EC,Energy,Nasdaq,100.0
Y,ECC,Eagle Point Credit Company Inc. Common Stock,N, ,N,100.0,N,,ECC,ECC,N,ECC,Finance,Nasdaq,100.0
Y,ECF,Ellsworth Growth and Income Fund Ltd.,A, ,N,100.0,N,,ECF,ECF,N,ECF,Finance,Nasdaq,100.0
Y,ECHO,"Echo Global Logistics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ECHO,N,ECHO,Industrials,Name-Match,60.0
Y,ECL,Ecolab Inc. Common Stock,N, ,N,100.0,N,,ECL,ECL,N,ECL,Consumer Discretionary,Nasdaq,100.0
Y,ECOL,"US Ecology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ECOL,N,ECOL,Energy,Wikipedia-High,28.5
Y,ECOM,ChannelAdvisor Corporation Common Stock,N, ,N,100.0,N,,ECOM,ECOM,N,ECOM,Financial,Wikipedia-High,123.5
Y,ECOR,"electroCore, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ECOR,N,ECOR,Health Care,Nasdaq,100.0
Y,ECPG,Encore Capital Group Inc - Common Stock,Q,Q,N,100.0,N,N,,ECPG,N,ECPG,Finance,Nasdaq,100.0
Y,ECT,ECA Marcellus Trust I Common Units of Beneficial Interest,N, ,N,100.0,N,,ECT,ECT,N,ECT,Healthcare,AnnualReports-Success,119.0
Y,ED,"Consolidated Edison, Inc. Common Stock",N, ,N,100.0,N,,ED,ED,N,ED,Utilities,Nasdaq,100.0
Y,EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",Q,G,N,100.0,N,N,,EDAP,N,EDAP,Health Care,Nasdaq,100.0
Y,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N, ,N,100.0,N,,EDD,EDD,N,EDD,Finance,Nasdaq,100.0
Y,EDIT,"Editas Medicine, Inc. - Common Stock",Q,Q,N,100.0,N,N,,EDIT,N,EDIT,Health Care,Nasdaq,100.0
Y,EDNT,"Edison Nation, Inc. - Common Stock",Q,S,N,100.0,N,N,,EDNT,N,EDNT,Energy,Wikipedia-High,180.0
Y,EDRY,EuroDry Ltd. - Common Shares,Q,S,N,100.0,N,N,,EDRY,N,EDRY,Consumer Discretionary,Nasdaq,100.0
Y,EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)",N, ,N,100.0,N,,EDU,EDU,N,EDU,Real Estate,Nasdaq,100.0
Y,EDUC,Educational Development Corporation - Common Stock,Q,G,N,100.0,N,N,,EDUC,N,EDUC,Consumer Discretionary,Nasdaq,100.0
Y,EE,El Paso Electric Company Common Stock,N, ,N,100.0,N,,EE,EE,N,EE,Utilities,Nasdaq,100.0
Y,EEA,"The European Equity Fund, Inc. Common Stock",N, ,N,100.0,N,,EEA,EEA,N,EEA,Finance,Nasdaq,100.0
Y,EEFT,"Euronet Worldwide, Inc. - Common Stock",Q,Q,N,100.0,N,N,,EEFT,N,EEFT,Finance,Nasdaq,100.0
Y,EEH,"Aktiebolaget Svensk Exportkredit (Swed Ex Cred Corp) Elements (SM) Linked to the SPECTRUM Large Cap U.S. Sector Momentum Index developed by BNP Paribas due August 8, 2022, Medium-Term Notes, Series D",P, ,N,100.0,N,,EEH,EEH,N,EEH,Materials,AnnualReports-Success,51.0
Y,EEX,"Emerald Holding, Inc. Common Stock",N, ,N,100.0,N,,EEX,EEX,N,EEX,Real Estate,Nasdaq,100.0
Y,EFC,Ellington Financial Inc. Common Stock ,N, ,N,100.0,N,,EFC,EFC,N,EFC,Finance,Nasdaq,100.0
Y,EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,EFF,EFF,N,EFF,Healthcare,AnnualReports-Success,207.0
Y,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,EFL,EFL,N,EFL,Healthcare,AnnualReports-Success,57.0
Y,EFOI,"Energy Focus, Inc. - Common Stock",Q,S,N,100.0,N,D,,EFOI,N,EFOI,Consumer Discretionary,Nasdaq,100.0
Y,EFSC,Enterprise Financial Services Corporation - Common Stock,Q,Q,N,100.0,N,N,,EFSC,N,EFSC,Finance,Nasdaq,100.0
Y,EFX,"Equifax, Inc. Common Stock",N, ,N,100.0,N,,EFX,EFX,N,EFX,Finance,Nasdaq,100.0
Y,EGAN,eGain Corporation - Common Stock,Q,S,N,100.0,N,N,,EGAN,N,EGAN,Technology,Nasdaq,100.0
