Nasdaq Traded,Symbol,Company Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Symbol_Clean,Sector,source,confidence
Y,CPE,Callon Petroleum Company Common Stock,N, ,N,100.0,N,,CPE,CPE,N,CPE,Energy,Name-Match,120.0
Y,CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),N, ,N,100.0,N,,CPG,CPG,N,CPG,Energy,Name-Match,60.0
Y,CPHC,Canterbury Park Holding Corporation - Common Stock,Q,G,N,100.0,N,N,,CPHC,N,CPHC,Consumer Discretionary,Nasdaq,100.0
Y,CPHI,"China Pharma Holdings, Inc. Common Stock",A, ,N,100.0,N,,CPHI,CPHI,N,CPHI,Health Care,Nasdaq,100.0
Y,CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Q,Q,N,100.0,N,N,,CPIX,N,CPIX,Health Care,Nasdaq,100.0
Y,CPK,Chesapeake Utilities Corporation Common Stock,N, ,N,100.0,N,,CPK,CPK,N,CPK,Utilities,Nasdaq,100.0
Y,CPLG,CorePoint Lodging Inc. Common Stock ,N, ,N,100.0,N,,CPLG,CPLG,N,CPLG,Utilities,Wikipedia-High,77.5
Y,CPRI,Capri Holdings Limited Ordinary Shares,N, ,N,100.0,N,,CPRI,CPRI,N,CPRI,Consumer Discretionary,Nasdaq,100.0
Y,CPRT,"Copart, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CPRT,N,CPRT,Consumer Discretionary,Nasdaq,100.0
Y,CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,CPRX,N,CPRX,Health Care,Nasdaq,100.0
Y,CPS,Cooper-Standard Holdings Inc. Common Stock,N, ,N,100.0,N,,CPS,CPS,N,CPS,Consumer Discretionary,Nasdaq,100.0
Y,CPSH,CPS Technologies Corp. - Common Stock,Q,S,N,100.0,N,N,,CPSH,N,CPSH,Consumer Discretionary,Nasdaq,100.0
Y,CPSI,"Computer Programs and Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CPSI,N,CPSI,Technology,Wikipedia-High,219.5
Y,CPSS,"Consumer Portfolio Services, Inc. - Common Stock",Q,G,N,100.0,N,N,,CPSS,N,CPSS,Finance,Nasdaq,100.0
Y,CPST,Capstone Turbine Corporation - Common Stock,Q,S,N,100.0,N,N,,CPST,N,CPST,Utilities,Wikipedia-High,22.5
Y,CPT,Camden Property Trust Common Stock,N, ,N,100.0,N,,CPT,CPT,N,CPT,Real Estate,Nasdaq,100.0
Y,CPTA,Capitala Finance Corp. - Common Stock,Q,Q,N,100.0,N,N,,CPTA,N,CPTA,Financial,Name-Match,60.0
Y,CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Common Stock,Q,Q,N,100.0,N,N,,CPZ,N,CPZ,Finance,Nasdaq,100.0
Y,CR,Crane Co. Common Stock,N, ,N,100.0,N,,CR,CR,N,CR,Industrials,Nasdaq,100.0
Y,CRAI,"CRA International,Inc. - Common Stock",Q,Q,N,100.0,N,N,,CRAI,N,CRAI,Consumer Discretionary,Nasdaq,100.0
Y,CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,CRBP,N,CRBP,Health Care,Nasdaq,100.0
Y,CRC,California Resources Corporation Common Stock,N, ,N,100.0,N,,CRC,CRC,N,CRC,Energy,Nasdaq,100.0
Y,CREE,"Cree, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CREE,N,CREE,Technology,Wikipedia-High,86.5
Y,CREG,China Recycling Energy Corporation - Common Stock,Q,S,N,100.0,N,D,,CREG,N,CREG,Real Estate,Nasdaq,100.0
Y,CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Q,Q,N,100.0,N,N,,CRESY,N,CRESY,Finance,Nasdaq,100.0
Y,CREX,"Creative Realities, Inc. - Common Stock",Q,S,N,100.0,N,N,,CREX,N,CREX,Technology,Nasdaq,100.0
Y,CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",A, ,N,100.0,N,,CRF,CRF,N,CRF,Finance,Nasdaq,100.0
Y,CRH,CRH PLC American Depositary Shares,N, ,N,100.0,N,,CRH,CRH,N,CRH,Industrials,Nasdaq,100.0
Y,CRHM,CRH Medical Corporation Common Shares of Beneficial Interest,A, ,N,100.0,N,,CRHM,CRHM,N,CRHM,Healthcare,Name-Match,60.0
Y,CRI,"Carter's, Inc. Common Stock",N, ,N,100.0,N,,CRI,CRI,N,CRI,Consumer Discretionary,Nasdaq,100.0
Y,CRIS,"Curis, Inc. - Common Stock",Q,G,N,100.0,N,N,,CRIS,N,CRIS,Health Care,Nasdaq,100.0
Y,CRK,"Comstock Resources, Inc. Common Stock",N, ,N,100.0,N,,CRK,CRK,N,CRK,Energy,Nasdaq,100.0
Y,CRL,"Charles River Laboratories International, Inc. Common Stock",N, ,N,100.0,N,,CRL,CRL,N,CRL,Health Care,Nasdaq,100.0
Y,CRM,Salesforce.com Inc Common Stock,N, ,N,100.0,N,,CRM,CRM,N,CRM,Technology,Nasdaq,100.0
Y,CRMD,CorMedix Inc. Common Stock,A, ,N,100.0,N,,CRMD,CRMD,N,CRMD,Health Care,Nasdaq,100.0
Y,CRMT,"America's Car-Mart, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CRMT,N,CRMT,Consumer Discretionary,Nasdaq,100.0
Y,CRNC,Cerence Inc. - Common Stock,Q,Q,N,100.0,N,N,,CRNC,N,CRNC,Technology,Nasdaq,100.0
Y,CRNT,Ceragon Networks Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CRNT,N,CRNT,Technology,Nasdaq,100.0
Y,CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CRNX,N,CRNX,Health Care,Nasdaq,100.0
Y,CROX,"Crocs, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CROX,N,CROX,Consumer Discretionary,Nasdaq,100.0
Y,CRS,Carpenter Technology Corporation Common Stock,N, ,N,100.0,N,,CRS,CRS,N,CRS,Industrials,Nasdaq,100.0
Y,CRSA,Crescent Acquisition Corp - Class A Common Stock,Q,S,N,100.0,N,N,,CRSA,N,CRSA,Materials,Wikipedia-High,35.0
Y,CRSAU,Crescent Acquisition Corp - Unit,Q,S,N,100.0,N,N,,CRSAU,N,CRSAU,Technology,Wikipedia-High,105.0
Y,CRT,Cross Timbers Royalty Trust Common Stock,N, ,N,100.0,N,,CRT,CRT,N,CRT,Energy,Nasdaq,100.0
Y,CRTO,Criteo S.A. - American Depositary Shares,Q,Q,N,100.0,N,N,,CRTO,N,CRTO,Consumer Discretionary,Nasdaq,100.0
Y,CRTX,"Cortexyme, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CRTX,N,CRTX,Healthcare,Groq-Success,100.0
Y,CRUS,"Cirrus Logic, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CRUS,N,CRUS,Technology,Nasdaq,100.0
Y,CRVL,CorVel Corp. - Common Stock,Q,Q,N,100.0,N,N,,CRVL,N,CRVL,Finance,Nasdaq,100.0
Y,CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,CRVS,N,CRVS,Health Care,Nasdaq,100.0
Y,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,CRWD,N,CRWD,Technology,Nasdaq,100.0
Y,CRWS,"Crown Crafts, Inc. - Common Stock",Q,S,N,100.0,N,N,,CRWS,N,CRWS,Consumer Discretionary,Nasdaq,100.0
Y,CRY,"CryoLife, Inc. Common Stock",N, ,N,100.0,N,,CRY,CRY,N,CRY,Healthcare,Wikipedia-High,55.5
Y,CSBR,"Champions Oncology, Inc. - Common Stock",Q,S,N,100.0,N,N,,CSBR,N,CSBR,Health Care,Nasdaq,100.0
Y,CSCO,"Cisco Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSCO,N,CSCO,Telecommunications,Nasdaq,100.0
Y,CSFL,CenterState Bank Corporation - Common Stock,Q,Q,N,100.0,N,N,,CSFL,N,CSFL,Financial,Name-Match,24.0
Y,CSGP,"CoStar Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSGP,N,CSGP,Real Estate,Nasdaq,100.0
Y,CSGS,"CSG Systems International, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSGS,N,CSGS,Technology,Nasdaq,100.0
Y,CSII,"Cardiovascular Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSII,N,CSII,Healthcare,Wikipedia-High,144.0
Y,CSIQ,Canadian Solar Inc. - common shares,Q,Q,N,100.0,N,N,,CSIQ,N,CSIQ,Technology,Nasdaq,100.0
Y,CSL,Carlisle Companies Incorporated Common Stock,N, ,N,100.0,N,,CSL,CSL,N,CSL,Industrials,Nasdaq,100.0
Y,CSLT,"Castlight Health, Inc. Class B Common Stock",N, ,N,100.0,N,,CSLT,CSLT,N,CSLT,Healthcare,Name-Match,24.0
Y,CSOD,"Cornerstone OnDemand, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSOD,N,CSOD,Technology,Wikipedia-High,72.0
Y,CSPI,CSP Inc. - Common Stock,Q,G,N,100.0,N,N,,CSPI,N,CSPI,Technology,Nasdaq,100.0
Y,CSPR,Casper Sleep Inc. Common Stock,N, ,N,100.0,N,,CSPR,CSPR,N,CSPR,Utilities,Wikipedia-High,37.5
Y,CSQ,Calamos Strategic Total Return Fund - Common Stock,Q,Q,N,100.0,N,N,,CSQ,N,CSQ,Finance,Nasdaq,100.0
Y,CSSE,"Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,CSSE,N,CSSE,Communication Services,Name-Match,60.0
Y,CSTE,Caesarstone Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CSTE,N,CSTE,Industrials,Nasdaq,100.0
Y,CSTL,"Castle Biosciences, Inc. - Common stock",Q,G,N,100.0,N,N,,CSTL,N,CSTL,Health Care,Nasdaq,100.0
Y,CSTM,Constellium SE Ordinary Shares (France),N, ,N,100.0,N,,CSTM,CSTM,N,CSTM,Industrials,Nasdaq,100.0
Y,CSTR,"CapStar Financial Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSTR,N,CSTR,Financial,Name-Match,24.0
Y,CSU,Capital Senior Living Corporation Common Stock,N, ,N,100.0,N,,CSU,CSU,N,CSU,Financial,Wikipedia-High,350.5
Y,CSV,"Carriage Services, Inc. Common Stock",N, ,N,100.0,N,,CSV,CSV,N,CSV,Consumer Discretionary,Nasdaq,100.0
Y,CSWC,Capital Southwest Corporation - Common Stock,Q,Q,N,100.0,N,N,,CSWC,N,CSWC,Consumer Discretionary,Nasdaq,100.0
Y,CSWI,"CSW Industrials, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CSWI,N,CSWI,Industrials,Name-Match,24.0
Y,CSX,CSX Corporation - Common Stock,Q,Q,N,100.0,N,N,,CSX,N,CSX,Industrials,Nasdaq,100.0
Y,CTAS,Cintas Corporation - Common Stock,Q,Q,N,100.0,N,N,,CTAS,N,CTAS,Industrials,Nasdaq,100.0
Y,CTB,Cooper Tire & Rubber Company Common Stock,N, ,N,100.0,N,,CTB,CTB,N,CTB,Industrials,Wikipedia-High,87.5
Y,CTBI,"Community Trust Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTBI,N,CTBI,Finance,Nasdaq,100.0
Y,CTEK,"CynergisTek, Inc. Common Stock",A, ,N,100.0,N,,CTEK,CTEK,N,CTEK,Healthcare,Groq-Success,100.0
Y,CTG,"Computer Task Group, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,CTG,N,CTG,Technology,Wikipedia-High,44.0
Y,CTHR,Charles & Colvard Ltd. - Common Stock,Q,S,N,100.0,N,D,,CTHR,N,CTHR,Consumer Discretionary,AnnualReports-Success,21.0
Y,CTIB,Yunhong CTI Ltd. - Common Stock,Q,S,N,100.0,N,D,,CTIB,N,CTIB,Materials,Groq-Success,100.0
Y,CTIC,CTI BioPharma Corp. - Common Stock,Q,S,N,100.0,N,N,,CTIC,N,CTIC,Healthcare,Name-Match,60.0
Y,CTK,"CooTek (Cayman) Inc. American Depositary Shares, each representing 50 Class A Ordinary Shares",N, ,N,100.0,N,,CTK,CTK,N,CTK,Technology,AnnualReports-Success,42.0
Y,CTL,"CenturyLink, Inc. Common Stock",N, ,N,100.0,N,,CTL,CTL,N,CTL,Technology,Wikipedia-High,170.0
Y,CTLT,"Catalent, Inc. Common Stock",N, ,N,100.0,N,,CTLT,CTLT,N,CTLT,Healthcare,AnnualReports-Success,57.0
Y,CTMX,"CytomX Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTMX,N,CTMX,Health Care,Nasdaq,100.0
Y,CTO,Consolidated-Tomoka Land Co. Common Stock ,A, ,N,100.0,N,,CTO,CTO,N,CTO,Real Estate,Nasdaq,100.0
Y,CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,N, ,N,100.0,N,,CTR,CTR,N,CTR,Utilities,AnnualReports-Success,120.0
Y,CTRA,"Contura Energy, Inc. Common Stock",N, ,N,100.0,N,,CTRA,CTRA,N,CTRA,Energy,Nasdaq,100.0
Y,CTRC,Centric Brands Inc. - Common Stock,Q,S,N,100.0,N,N,,CTRC,N,CTRC,Consumer Staples,Wikipedia-High,70.5
Y,CTRE,"CareTrust REIT, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTRE,N,CTRE,Real Estate,Nasdaq,100.0
Y,CTRM,Castor Maritime Inc. - Common Shares,Q,S,N,100.0,N,N,,CTRM,N,CTRM,Consumer Discretionary,Nasdaq,100.0
Y,CTRN,"Citi Trends, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTRN,N,CTRN,Consumer Discretionary,Nasdaq,100.0
Y,CTS,CTS Corporation Common Stock,N, ,N,100.0,N,,CTS,CTS,N,CTS,Technology,Nasdaq,100.0
Y,CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,CTSH,N,CTSH,Technology,Nasdaq,100.0
Y,CTSO,Cytosorbents Corporation - Common Stock,Q,S,N,100.0,N,N,,CTSO,N,CTSO,Health Care,Nasdaq,100.0
Y,CTT,"CatchMark Timber Trust, Inc. Class A Common Stock",N, ,N,100.0,N,,CTT,CTT,N,CTT,Real Estate,Wikipedia-High,23.5
Y,CTVA,"Corteva, Inc. Common Stock ",N, ,N,100.0,N,,CTVA,CTVA,N,CTVA,Consumer Staples,Nasdaq,100.0
Y,CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,CTXR,N,CTXR,Health Care,Nasdaq,100.0
Y,CTXS,"Citrix Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CTXS,N,CTXS,Technology,Wikipedia-High,88.0
Y,CUB,Cubic Corporation Common Stock,N, ,N,100.0,N,,CUB,CUB,N,CUB,Industrials,Nasdaq,100.0
Y,CUBI,"Customers Bancorp, Inc Common Stock",N, ,N,100.0,N,,CUBI,CUBI,N,CUBI,Finance,Nasdaq,100.0
Y,CUE,"Cue Biopharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,CUE,N,CUE,Health Care,Nasdaq,100.0
Y,CUI,"CUI Global, Inc. - Common Stock",Q,S,N,100.0,N,N,,CUI,N,CUI,Technology,Wikipedia-High,109.5
Y,CUK,Carnival Plc ADS ADS,N, ,N,100.0,N,,CUK,CUK,N,CUK,Consumer Discretionary,Nasdaq,100.0
Y,CULP,"Culp, Inc. Common Stock",N, ,N,100.0,N,,CULP,CULP,N,CULP,Consumer Discretionary,Nasdaq,100.0
Y,CUO,Continental Materials Corporation Common Stock,A, ,N,100.0,N,,CUO,CUO,N,CUO,Materials,Name-Match,24.0
Y,CURO,CURO Group Holdings Corp. Common Stock,N, ,N,100.0,N,,CURO,CURO,N,CURO,Financial,AnnualReports-Success,33.0
Y,CUTR,"Cutera, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CUTR,N,CUTR,Healthcare,AnnualReports-Success,33.0
Y,CUZ,Cousins Properties Incorporated Common Stock,N, ,N,100.0,N,,CUZ,CUZ,N,CUZ,Real Estate,Nasdaq,100.0
Y,CVA,Covanta Holding Corporation Common Stock,N, ,N,100.0,N,,CVA,CVA,N,CVA,Healthcare,Wikipedia-Medium,17.5
Y,CVBF,CVB Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,CVBF,N,CVBF,Finance,Nasdaq,100.0
Y,CVCO,"Cavco Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CVCO,N,CVCO,Consumer Discretionary,Nasdaq,100.0
Y,CVCY,Central Valley Community Bancorp - Common Stock,Q,S,N,100.0,N,N,,CVCY,N,CVCY,Financial,Wikipedia-High,120.5
Y,CVE,Cenovus Energy Inc Common Stock,N, ,N,100.0,N,,CVE,CVE,N,CVE,Energy,Nasdaq,100.0
Y,CVEO,Civeo Corporation (Canada) Common Shares,N, ,N,100.0,N,,CVEO,CVEO,N,CVEO,Consumer Discretionary,Nasdaq,100.0
Y,CVET,"Covetrus, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CVET,N,CVET,Consumer Staples,Wikipedia-High,37.5
Y,CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CVGI,N,CVGI,Consumer Discretionary,Nasdaq,100.0
Y,CVGW,"Calavo Growers, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CVGW,N,CVGW,Consumer Discretionary,Nasdaq,100.0
Y,CVI,CVR Energy Inc. Common Stock,N, ,N,100.0,N,,CVI,CVI,N,CVI,Energy,Nasdaq,100.0
Y,CVIA,Covia Holdings Corporation Common Stock,N, ,N,100.0,N,,CVIA,CVIA,N,CVIA,Energy,AnnualReports-Success,47.0
Y,CVLT,"Commvault Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CVLT,N,CVLT,Technology,Nasdaq,100.0
Y,CVLY,"Codorus Valley Bancorp, Inc - Common Stock",Q,G,N,100.0,N,N,,CVLY,N,CVLY,Financial,AnnualReports-Success,72.0
Y,CVM,Cel-Sci Corporation Common Stock,A, ,N,100.0,N,,CVM,CVM,N,CVM,Health Care,Nasdaq,100.0
Y,CVNA,Carvana Co. Class A Common Stock,N, ,N,100.0,N,,CVNA,CVNA,N,CVNA,Consumer Discretionary,Nasdaq,100.0
Y,CVR,Chicago Rivet & Machine Co. Common Stock,A, ,N,100.0,N,,CVR,CVR,N,CVR,Industrials,Nasdaq,100.0
Y,CVS,CVS Health Corporation Common Stock,N, ,N,100.0,N,,CVS,CVS,N,CVS,Consumer Staples,Nasdaq,100.0
Y,CVTI,"Covenant Transportation Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,CVTI,N,CVTI,Industrials,Name-Match,60.0
Y,CVU,"CPI Aerostructures, Inc. Common Stock",A, ,N,100.0,N,,CVU,CVU,N,CVU,Industrials,Nasdaq,100.0
Y,CVV,CVD Equipment Corporation - Common Stock,Q,S,N,100.0,N,N,,CVV,N,CVV,Technology,Nasdaq,100.0
Y,CVX,Chevron Corporation Common Stock,N, ,N,100.0,N,,CVX,CVX,N,CVX,Energy,Nasdaq,100.0
Y,CW,Curtiss-Wright Corporation Common Stock,N, ,N,100.0,N,,CW,CW,N,CW,Technology,Nasdaq,100.0
Y,CWBC,Community West Bancshares - Common Stock,Q,G,N,100.0,N,N,,CWBC,N,CWBC,Finance,Nasdaq,100.0
Y,CWBR,"CohBar, Inc. - Common Stock",Q,S,N,100.0,N,N,,CWBR,N,CWBR,Industrials,Wikipedia-High,40.0
Y,CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CWCO,N,CWCO,Utilities,Nasdaq,100.0
Y,CWEN,"Clearway Energy, Inc. Class C Common Stock",N, ,N,100.0,N,,CWEN,CWEN,N,CWEN,Utilities,Nasdaq,100.0
Y,CWH,"Camping World Holdings, Inc. Class A Commom Stock",N, ,N,100.0,N,,CWH,CWH,N,CWH,Consumer Discretionary,Nasdaq,100.0
Y,CWK,Cushman & Wakefield plc Ordinary Shares,N, ,N,100.0,N,,CWK,CWK,N,CWK,Finance,Nasdaq,100.0
Y,CWST,"Casella Waste Systems, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,CWST,N,CWST,Utilities,Nasdaq,100.0
Y,CWT,California Water Service Group Common Stock,N, ,N,100.0,N,,CWT,CWT,N,CWT,Utilities,Nasdaq,100.0
Y,CX,"Cemex, S.A.B. de C.V. Sponsored ADR",N, ,N,100.0,N,,CX,CX,N,CX,Industrials,Nasdaq,100.0
Y,CXDC,China XD Plastics Company Limited - Common Stock,Q,G,N,100.0,N,N,,CXDC,N,CXDC,Industrials,Wikipedia-High,30.5
Y,CXE,MFS High Income Municipal Trust Common Stock,N, ,N,100.0,N,,CXE,CXE,N,CXE,Finance,Nasdaq,100.0
Y,CXH,MFS Investment Grade Municipal Trust Common Stock,N, ,N,100.0,N,,CXH,CXH,N,CXH,Finance,Nasdaq,100.0
Y,CXO,Concho Resources Inc. Common Stock,N, ,N,100.0,N,,CXO,CXO,N,CXO,Energy,AnnualReports-Success,75.0
Y,CXP,"Columbia Property Trust, Inc. Common Stock",N, ,N,100.0,N,,CXP,CXP,N,CXP,Real Estate,Name-Match,60.0
Y,CXW,"CoreCivic, Inc. Common Stock",N, ,N,100.0,N,,CXW,CXW,N,CXW,Real Estate,Nasdaq,100.0
Y,CY,Cypress Semiconductor Corporation - Common Stock,Q,Q,N,100.0,N,N,,CY,N,CY,Technology,Name-Match,120.0
Y,CYAD,Celyad SA - American Depositary Shares,Q,G,N,100.0,N,N,,CYAD,N,CYAD,Healthcare,AnnualReports-Success,102.0
Y,CYAN,Cyanotech Corporation - Common Stock,Q,S,N,100.0,N,N,,CYAN,N,CYAN,Technology,AnnualReports-Success,27.0
Y,CYBE,CyberOptics Corporation - Common Stock,Q,G,N,100.0,N,N,,CYBE,N,CYBE,Technology,Wikipedia-High,21.0
Y,CYBR,CyberArk Software Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,CYBR,N,CYBR,Technology,Nasdaq,100.0
Y,CYCC,"Cyclacel Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,D,,CYCC,N,CYCC,Healthcare,Name-Match,180.0
Y,CYCCP,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",Q,S,N,100.0,N,N,,CYCCP,N,CYCCP,Healthcare,Name-Match,180.0
Y,CYCN,"Cyclerion Therapeutics, Inc. - Common Stock ",Q,Q,N,100.0,N,N,,CYCN,N,CYCN,Health Care,Nasdaq,100.0
Y,CYD,China Yuchai International Limited Common Stock,N, ,N,100.0,N,,CYD,CYD,N,CYD,Industrials,Nasdaq,100.0
Y,CYH,"Community Health Systems, Inc. Common Stock",N, ,N,100.0,N,,CYH,CYH,N,CYH,Health Care,Nasdaq,100.0
Y,CYOU,"Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares",Q,Q,N,100.0,N,N,,CYOU,N,CYOU,Technology,AnnualReports-Success,15.0
Y,CYRN,CYREN Ltd. - Ordinary Shares,Q,S,N,100.0,N,N,,CYRN,N,CYRN,Technology,Wikipedia-High,32.5
Y,CYRX,"CryoPort, Inc. - Common Stock",Q,S,N,100.0,N,N,,CYRX,N,CYRX,Health Care,Nasdaq,100.0
Y,CYTK,"Cytokinetics, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,CYTK,N,CYTK,Health Care,Nasdaq,100.0
Y,CZNC,Citizens & Northern Corp - Common Stock,Q,S,N,100.0,N,N,,CZNC,N,CZNC,Finance,Nasdaq,100.0
Y,CZR,Caesars Entertainment Corporation - Common Stock,Q,Q,N,100.0,N,N,,CZR,N,CZR,Consumer Discretionary,Nasdaq,100.0
Y,CZWI,"Citizens Community Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,CZWI,N,CZWI,Finance,Nasdaq,100.0
Y,CZZ,Cosan Limited Class A Common Stock,N, ,N,100.0,N,,CZZ,CZZ,N,CZZ,Industrials,Wikipedia-High,121.5
Y,D,"Dominion Energy, Inc. Common Stock",N, ,N,100.0,N,,D,D,N,D,Utilities,Nasdaq,100.0
Y,DAC,Danaos Corporation Common Stock,N, ,N,100.0,N,,DAC,DAC,N,DAC,Consumer Discretionary,Nasdaq,100.0
Y,DAIO,Data I/O Corporation - Common Stock,Q,S,N,100.0,N,N,,DAIO,N,DAIO,Industrials,Nasdaq,100.0
Y,DAKT,"Daktronics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DAKT,N,DAKT,Consumer Discretionary,Nasdaq,100.0
Y,DAL,"Delta Air Lines, Inc. Common Stock",N, ,N,100.0,N,,DAL,DAL,N,DAL,Consumer Discretionary,Nasdaq,100.0
Y,DAN,Dana Incorporated Common Stock ,N, ,N,100.0,N,,DAN,DAN,N,DAN,Consumer Discretionary,Nasdaq,100.0
Y,DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",N, ,N,100.0,N,,DAO,DAO,N,DAO,Real Estate,Nasdaq,100.0
Y,DAR,Darling Ingredients Inc. Common Stock,N, ,N,100.0,N,,DAR,DAR,N,DAR,Consumer Staples,Nasdaq,100.0
Y,DARE,"Dare Bioscience, Inc. - Common Stock",Q,S,N,100.0,N,N,,DARE,N,DARE,Health Care,Nasdaq,100.0
Y,DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),N, ,N,100.0,N,,DAVA,DAVA,N,DAVA,Technology,Nasdaq,100.0
Y,DB,Deutsche Bank AG Common Stock,N, ,N,100.0,N,,DB,DB,N,DB,Finance,Nasdaq,100.0
Y,DBD,Diebold Nixdorf Incorporated Common Stock,N, ,N,100.0,N,,DBD,DBD,N,DBD,Miscellaneous,Nasdaq,100.0
Y,DBI,Designer Brands Inc. Class A Common Stock,N, ,N,100.0,N,,DBI,DBI,N,DBI,Consumer Discretionary,Nasdaq,100.0
Y,DBX,"Dropbox, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,DBX,N,DBX,Technology,Nasdaq,100.0
Y,DCAR,"DropCar, Inc. - Common Stock",Q,S,N,100.0,N,D,,DCAR,N,DCAR,Consumer Discretionary,Wikipedia-High,21.0
Y,DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock",N, ,N,100.0,N,,DCF,DCF,N,DCF,Financial,Name-Match,24.0
Y,DCI,"Donaldson Company, Inc. Common Stock",N, ,N,100.0,N,,DCI,DCI,N,DCI,Industrials,Nasdaq,100.0
Y,DCO,Ducommun Incorporated Common Stock,N, ,N,100.0,N,,DCO,DCO,N,DCO,Industrials,Nasdaq,100.0
Y,DCOM,"Dime Community Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DCOM,N,DCOM,Finance,Nasdaq,100.0
Y,DCP,"DCP Midstream,  LP Common Units ",N, ,N,100.0,N,,DCP,DCP,N,DCP,Energy,Wikipedia-High,60.0
Y,DCPH,"Deciphera Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,DCPH,N,DCPH,Healthcare,Name-Match,180.0
Y,DCUE,"Dominion Energy, Inc. 2019 Series A Corporate Units",N, ,N,100.0,N,,DCUE,DCUE,N,DCUE,Energy,Name-Match,60.0
Y,DD,"DuPont de Nemours, Inc. Common Stock",N, ,N,100.0,N,,DD,DD,N,DD,Industrials,Nasdaq,100.0
Y,DDD,3D Systems Corporation Common Stock,N, ,N,100.0,N,,DDD,DDD,N,DDD,Technology,Nasdaq,100.0
